stop_id,stop_name,muni,hood,lat,lon,status,metres_to_nearest_proposed_stop,weekday_boardings,saturday_boardings,sunday_boardings,current_routes,boardings_source
36,FIFTH AVE AT ATWOOD STATION,"Pittsburgh city (Allegheny, PA)",West Oakland,40.441902,-79.958443,kept,0,348.29,121.4,94.8,28X;54;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;93;P3,id
9,STEEL PLAZA STATION,"Pittsburgh city (Allegheny, PA)",Central Business District,40.439841,-79.995207,kept,0,344.76,301.4,151.4,BLUE;RED;SLVR,former_id
15283,LIBERTY AVE OPP 9TH ST,"Pittsburgh city (Allegheny, PA)",Central Business District,40.442835,-79.998105,kept,0,342.05,155.6,122.2,1;11;12;15;2;6;81;82;83;86;87;88;91;O1;O12;O5,id
15879,EAST BUSWAY AT ROSLYN STATION C,"Swissvale borough (Allegheny, PA)",,40.41944,-79.886376,kept,0,336.62,231.6,180.8,P1;P3,id
8154,EAST BUSWAY AT HOMEWOOD STATION C,"Pittsburgh city (Allegheny, PA)",Homewood South,40.453102,-79.899342,kept,0,328.1,210.6,161.8,P1;P3;P68;P71,id
8882,PENN AVE AT HIGHLAND AVE,"Pittsburgh city (Allegheny, PA)",East Liberty,40.461403,-79.92463,kept,0,324.43,224.4,147.2,71C;74;77;82;86;88;89,id
33,FIFTH AVE AT TENNYSON AVE,"Pittsburgh city (Allegheny, PA)",North Oakland,40.44574,-79.953102,kept,0,323.67,152.8,114.6,28X;54;58;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;81;83;93;P3,id
2568,FORBES AVE OPP BELLEFIELD AVE NS,"Pittsburgh city (Allegheny, PA)",North Oakland,40.443642,-79.951492,kept,0,312.05,153.8,112.8,28X;61A;61B;61C;61D;67;69,id
3203,WATERWORKS MALL AT GIANT EAGLE,"Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,40.487668,-79.893924,kept,0,305.24,240.2,201.0,1;75;91,id
35,FIFTH AVE AT THACKERAY AVE,"Pittsburgh city (Allegheny, PA)",North Oakland,40.443282,-79.956511,kept_nearby,129,298.52,107.0,63.2,28X;54;58;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;81;83;93;P3,id
8205,CENTRE AVE AT NEGLEY AVE (MARKET DISTRICT),"Pittsburgh city (Allegheny, PA)",Shadyside,40.457029,-79.934679,kept,0,297.38,283.4,191.8,64;71A;71C;82;86,id
8162,EAST BUSWAY AT NEGLEY STATION C,"Pittsburgh city (Allegheny, PA)",Shadyside,40.456536,-79.932912,kept,0,296.05,157.4,122.8,P1;P17;P3;P68;P71,id
21816,WOOD STREET SUBWAY STATION,"Pittsburgh city (Allegheny, PA)",Central Business District,40.4425,-79.999419,kept,0,292.33,355.6,167.0,19L;28X;29;31;65;67;69;77;G3;G31;P10;P17;P69;P7;P76;P78,former_id
99997,FIRST AVENUE STATION,"Pittsburgh city (Allegheny, PA)",Central Business District,40.435574,-79.996468,kept,0,290.9,499.2,247.2,BLUE;RED;SLVR,id
69,SOUTH HILLS VILLAGE STATION,"Bethel Park municipality (Allegheny, PA)",,40.339376,-80.052715,kept,0,284.29,319.4,197.6,BLUE;RED,former_id
8165,EAST BUSWAY AT EAST LIBERTY STATION A,"Pittsburgh city (Allegheny, PA)",Shadyside,40.459475,-79.922535,kept,0,276.76,192.0,164.8,P1;P3,id
10921,MURRAY AVE AT PHILLIPS AVE,"Pittsburgh city (Allegheny, PA)",Squirrel Hill South,40.432237,-79.923099,kept,0,271.52,139.2,103.0,61C;61D;64;93,id
99996,FIRST AVENUE STATION,"Pittsburgh city (Allegheny, PA)",Central Business District,40.435282,-79.996698,kept,0,271.52,261.2,168.0,BLUE;RED;SLVR,id
15423,GIANT EAGLE DR AT DRUG STORE,"Homestead borough (Allegheny, PA)",,40.411455,-79.908297,kept_nearby,106,270.14,285.4,198.4,53;53L;57;59;61D;64,id
1408,LIBERTY AVE OPP SMITHFIELD ST,"Pittsburgh city (Allegheny, PA)",Central Business District,40.443417,-79.996451,kept,0,255.86,160.4,103.6,29;31;G3;G31,id
15281,WEST BUSWAY AT SHERADEN STATION C,"Pittsburgh city (Allegheny, PA)",Sheraden,40.452566,-80.052935,kept,0,244.95,154.0,94.4,28X;G2;G3;G31,id
7115,FORBES AVE OPP CRAIG ST,"Pittsburgh city (Allegheny, PA)",North Oakland,40.444327,-79.948893,kept,0,241.14,220.4,166.6,28X;61A;61B;61C;61D;67;69,id
1407,EAST BUSWAY AT PENN STATION C,"Pittsburgh city (Allegheny, PA)",Central Business District,40.444022,-79.992052,kept,0,241.1,144.2,127.6,1;11;12;15;19L;2;29;31;39;40;41;44;6;91;G3;G31;P1;P10;P12;P16;P17;P67;P68;P69;P7;P71;P76;P78,id
4407,FORBES AVE PAST MOREWOOD AVE (,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.444698,-79.943756,kept,0,239.24,147.6,101.4,28X;58;61A;61B;61C;61D;67;69,id
8881,PENN AVE AT SHERIDAN AVE,"Pittsburgh city (Allegheny, PA)",East Liberty,40.461031,-79.923589,kept,0,239.19,183.4,128.0,71C;74;77;82;86;88;89,id
4839,SMITHFIELD ST AT THIRD AVE,"Pittsburgh city (Allegheny, PA)",Central Business District,40.438302,-79.999898,kept,0,237.33,133.0,79.6,39;40;41;43;44;48;51;51L;Y1;Y45;Y46;Y47;Y49,id
8191,NEGLEY AVE AT CENTRE AVE,"Pittsburgh city (Allegheny, PA)",Friendship,40.457468,-79.934247,kept,0,235.19,168.2,121.8,71A;71C,id
2551,S 18TH ST AT E CARSON ST,"Pittsburgh city (Allegheny, PA)",South Side Flats,40.428466,-79.980531,kept,0,232.71,137.0,84.4,51;54,id
34,FIFTH AVE AT UNIVERSITY PL,"Pittsburgh city (Allegheny, PA)",North Oakland,40.443874,-79.955668,kept,0,232.71,100.4,54.4,28X;54;58;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;93;P3,id
4840,SMITHFIELD ST AT FT PITT BLVD,"Pittsburgh city (Allegheny, PA)",Central Business District,40.436891,-80.000842,kept,0,228.9,138.6,111.0,39;40;41;43;44;48;51;51L;Y1;Y45;Y46;Y47;Y49,id
8193,CENTRE AVE AT AIKEN AVE,"Pittsburgh city (Allegheny, PA)",Bloomfield,40.456089,-79.938178,kept,0,226.0,152.8,83.0,64;71A;71C;82;86,id
12177,FOURTH AVE AT WOOD ST,"Pittsburgh city (Allegheny, PA)",Central Business District,40.439482,-80.001669,kept_nearby,48,224.9,131.2,104.8,52L;53L;56;57;58,id
15878,EAST BUSWAY AT HAMNETT STATION C,"Wilkinsburg borough (Allegheny, PA)",,40.437189,-79.885613,kept,0,223.43,112.0,76.0,P1;P3,id
16063,EAST BUSWAY AT SWISSVALE STATION A,"Swissvale borough (Allegheny, PA)",,40.415288,-79.87905,kept,0,217.9,84.8,52.6,71;P1;P3;P71,id
16111,EAST BUSWAY AT WILKINSBURG STATION B,"Wilkinsburg borough (Allegheny, PA)",,40.446781,-79.888757,kept,0,216.57,159.2,124.2,69;71;71C;71D;79;86;P12;P16;P17;P67;P68;P69;P7;P71;P76;P78,id
4829,WOOD ST AT THIRD AVE FS,"Pittsburgh city (Allegheny, PA)",Central Business District,40.439076,-80.001471,kept,0,197.86,72.6,61.2,39;40;41;43;44;48;51;51L;Y1;Y45;Y46;Y47;Y49,id
7357,BRADDOCK HILLS SHPG CTR AT GIANT EAGLE,"Braddock Hills borough (Allegheny, PA)",,40.414495,-79.855219,kept,0,197.24,148.8,118.4,59;61A;61B;P68,id
944,CEDAR AVE AT PRESSLEY ST,"Pittsburgh city (Allegheny, PA)",East Allegheny,40.45153,-80.001041,kept,0,190.62,112.4,97.6,11;15;17;8,id
2639,FIFTH AVE OPP CRAFT AVE (CARLOW UNIV),"Pittsburgh city (Allegheny, PA)",West Oakland,40.437962,-79.963795,kept,0,183.71,126.6,92.8,28X;54;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;81;83,id
99972,DORCHESTER,"Bethel Park municipality (Allegheny, PA)",,40.341118,-80.047931,kept,0,182.76,122.4,140.0,BLUE;RED,id
7097,FORBES AVE AT WIGHTMAN ST,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.438102,-79.92752,kept,0,179.33,84.8,80.6,61A;61B;61C;61D,id
179,9TH ST AT PENN AVE,"Pittsburgh city (Allegheny, PA)",Central Business District,40.443888,-79.998481,kept_nearby,115,177.86,73.8,47.0,4;7;P13,id
7126,FORBES AVE AT MURRAY AVE,"Pittsburgh city (Allegheny, PA)",Squirrel Hill South,40.43801,-79.923198,kept,0,177.1,154.6,116.4,61A;61B;61C;61D,id
61,POTOMAC STATION,"Dormont borough (Allegheny, PA)",,40.397354,-80.036243,kept,0,176.76,170.2,144.6,RED,former_id
23092,LIBERTY AVE AT SIXTH AVE,"Pittsburgh city (Allegheny, PA)",Central Business District,40.442398,-80.000245,kept,0,175.38,86.6,62.4,29;31;65;67;69;G3;G31,former_id
10147,FOURTH AVE AT PPG ENTRANCE,"Pittsburgh city (Allegheny, PA)",Central Business District,40.440204,-80.003579,kept_nearby,74,169.52,53.8,36.8,52L;53L;56;57;58,id
20501,EAST BUSWAY AT NEGLEY STATION A,"Pittsburgh city (Allegheny, PA)",Shadyside,40.456722,-79.93237,kept,0,166.81,99.8,75.2,P1;P10;P12;P16;P17;P3;P67;P68;P69;P7;P71;P76;P78,id
8627,CENTRE AVE AT DINWIDDIE ST,"Pittsburgh city (Allegheny, PA)",Crawford-Roberts,40.44324,-79.980741,kept,0,166.76,119.0,76.6,81;82;83,id
8233,PENN AVE AT VILLAGE OF EASTSIDE SHPG CTR,"Pittsburgh city (Allegheny, PA)",East Liberty,40.458198,-79.918378,kept,0,165.76,146.8,92.0,71C;74;75;77;82;86;88;89,id
3133,PENN AVE AT HIGHLAND AVE,"Pittsburgh city (Allegheny, PA)",East Liberty,40.461453,-79.925052,kept,0,164.33,130.2,65.2,71C;74;77;82;86;88;89,id
11669,FOURTH AVE AT SMITHFIELD ST,"Pittsburgh city (Allegheny, PA)",Central Business District,40.438785,-79.99975,kept_nearby,55,164.29,85.4,73.4,52L;53L;56;57;58,id
3241,FORBES AVE AT BOYD ST (DUQUESNE UNIV),"Pittsburgh city (Allegheny, PA)",Bluff,40.437995,-79.993535,kept_nearby,90,160.38,27.8,27.8,61A;61B;61C;71B,id
10922,MURRAY AVE AT HOBART ST,"Pittsburgh city (Allegheny, PA)",Squirrel Hill South,40.433577,-79.922917,kept,0,157.95,93.8,63.6,61C;61D;64;93,id
619,WEST VIEW PLAZA FIRE LANE AT GIANT EAGLE,"West View borough (Allegheny, PA)",,40.516673,-80.03865,kept,0,157.48,145.0,89.0,13;8,id
3242,FORBES AVE AT MCANULTY DR,"Pittsburgh city (Allegheny, PA)",Bluff,40.43795,-79.991234,kept,0,157.05,35.4,44.8,61A;61B;61C;71B,id
53,MOUNT LEBANON STATION,"Mount Lebanon township (Allegheny, PA)",,40.382651,-80.04318,kept,0,153.62,129.0,97.2,RED,former_id
17740,TARGET DR AT TARGET PERIMETER RD,"Homestead borough (Allegheny, PA)",,40.411125,-79.909742,kept_nearby,40,152.57,161.0,134.0,53;53L;57;59;61D;64,id
17677,ROSS AVE AT WOOD ST FS (SAVE A LOT),"Wilkinsburg borough (Allegheny, PA)",,40.442493,-79.88411,kept,0,150.9,118.0,57.0,61A;67;69;79;P17;P67;P69;P78,id
1174,FIFTH AVE AT CRAIG ST NS,"Pittsburgh city (Allegheny, PA)",North Oakland,40.446805,-79.949606,kept,0,150.86,67.8,43.6,58;71B;71D;75;P3,id
2649,S 18TH ST AT SARAH ST,"Pittsburgh city (Allegheny, PA)",South Side Flats,40.427948,-79.980684,kept,0,150.33,118.6,109.0,51;54,id
8192,CENTRE AVE AT GRAHAM ST,"Pittsburgh city (Allegheny, PA)",Friendship,40.456622,-79.936379,kept,0,148.95,113.8,78.0,64;71A;71C;82;86,id
214,SANDUSKY ST AT ISABELLA ST,"Pittsburgh city (Allegheny, PA)",North Shore,40.447846,-80.001964,kept,0,147.95,108.4,85.6,1;11;12;13;15;16;17;2;4;6;7;8;P13,id
8889,CENTRE AVE AT NEGLEY AVE,"Pittsburgh city (Allegheny, PA)",East Liberty,40.457366,-79.933883,kept,0,146.43,128.2,84.8,82;86,id
4814,E CARSON ST AT S 24TH ST,"Pittsburgh city (Allegheny, PA)",South Side Flats,40.428244,-79.971017,kept,0,146.05,82.0,49.4,48;75,id
44,STANWIX ST AT FORBES AVE,"Pittsburgh city (Allegheny, PA)",Central Business District,40.441042,-80.003964,kept,0,145.95,31.4,34.6,20;21;22;24;26;27;36;38,id
175,CEDAR AVE OPP PRESSLEY ST,"Pittsburgh city (Allegheny, PA)",Allegheny Center,40.451587,-80.001206,kept,0,145.71,96.6,75.4,1;11;12;15;17;2;4;6;7;8,id
28,FORBES AVE AT MCKEE PL,"Pittsburgh city (Allegheny, PA)",Central Oakland,40.43967,-79.9595,kept,0,145.38,48.8,51.0,28X;58;61A;61B;61C;61D;67;69;81;83,id
18173,FORBES AVE AT MARGARET MORRISON ST NS,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.442789,-79.93778,kept,0,143.67,51.6,41.0,61A;61B;61C;61D,id
21173,BROWNSVILLE RD OPP KNOX AVE,"Mount Oliver borough (Allegheny, PA)",,40.41061,-79.990193,kept,0,142.48,72.6,55.8,51;51L;54,former_id
27,FORBES AVE AT HALKET ST (MAGEE HOSPITAL),"Pittsburgh city (Allegheny, PA)",South Oakland,40.438295,-79.961409,kept_nearby,28,142.38,113.4,51.8,28X;54;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;81;83;93;P3,id
8196,CENTRE AVE AT MOREWOOD AVE,"Pittsburgh city (Allegheny, PA)",Bloomfield,40.454235,-79.944368,kept,0,142.05,52.6,38.8,71A;71C;82,id
15851,WALMART AT SHELTER (N VERSAILLES),"North Versailles township (Allegheny, PA)",,40.387864,-79.823247,kept,0,141.1,122.2,102.2,55;59;P76,id
4126,LIBERTY AVE AT WYNDHAM GRAND HOTEL,"Pittsburgh city (Allegheny, PA)",Central Business District,40.44144,-80.005643,kept,0,140.24,104.2,81.8,28X;65;67;69;77;G2;P10;P17;P69;P7;P76;P78,id
7098,FORBES AVE AT MURDOCH ST,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.437906,-79.930587,kept,0,137.14,61.0,26.0,61A;61B;61C;61D,id
37,DORMONT JUNCTION,"Dormont borough (Allegheny, PA)",,40.39201,-80.040762,kept,0,137.0,108.6,95.6,RED,former_id
16109,EAST BUSWAY AT EAST LIBERTY STATION B,"Pittsburgh city (Allegheny, PA)",Shadyside,40.459348,-79.923089,kept,0,135.33,27.6,18.6,P10;P12;P16;P17;P67;P68;P69;P7;P71;P76;P78,id
15279,WEST BUSWAY AT CRAFTON STATION C,"Crafton borough (Allegheny, PA)",,40.435745,-80.067571,kept,0,135.24,59.4,34.8,28X;G2;G3;G31,id
9380,BROWNSVILLE RD AT SANKEY AVE,"Brentwood borough (Allegheny, PA)",,40.384114,-79.977546,kept,0,134.52,90.0,62.6,51;51L,id
2571,CRAIG ST AT PARK PLAZA,"Pittsburgh city (Allegheny, PA)",North Oakland,40.447868,-79.949477,kept,0,132.76,65.0,60.0,54;71A;71C;93,id
1177,FIFTH AVE AT MOREWOOD AVE,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.447365,-79.942604,kept,0,129.95,74.4,36.4,58;71B;71D,id
7127,FORBES AVE AT SHADY AVE,"Pittsburgh city (Allegheny, PA)",Squirrel Hill South,40.438,-79.919581,kept,0,129.81,126.8,82.0,61A;61B;64,id
10915,MURRAY AVE AT LILAC ST,"Pittsburgh city (Allegheny, PA)",Greenfield,40.423092,-79.928628,kept,0,129.24,69.4,51.4,61C;61D;64;93,id
10923,MURRAY AVE AT BEACON ST NS,"Pittsburgh city (Allegheny, PA)",Squirrel Hill South,40.43461,-79.92278,kept,0,127.29,99.6,59.4,61C;61D;64;93,id
2633,CRAIG ST AT CENTRE AVE FS,"Pittsburgh city (Allegheny, PA)",North Oakland,40.452043,-79.951689,kept,0,127.1,76.6,49.6,82,id
75,ST ANNE'S,"Castle Shannon borough (Allegheny, PA)",,40.360892,-80.029244,kept,0,126.76,53.4,45.4,BLUE;RED;SLVR,former_id
72,SOUTH HILLS JUNCTION STATION,"Pittsburgh city (Allegheny, PA)",Mount Washington,40.420363,-80.008222,kept,0,123.19,99.4,83.0,BLUE;RED;SLVR,former_id
4853,E CARSON ST AT S 18TH ST,"Pittsburgh city (Allegheny, PA)",South Side Flats,40.428719,-79.980704,kept,0,122.57,101.6,66.6,48;51,id
1587,NORTH AVE AT ARCH ST,"Pittsburgh city (Allegheny, PA)",Central Northside,40.455176,-80.008476,kept,0,121.71,81.6,71.8,13;15;16;17,id
9997,BROWNSVILLE RD AT WALNUT ST FS,"Mount Oliver borough (Allegheny, PA)",,40.416036,-79.987081,kept,0,121.43,88.2,67.8,51,id
4409,FORBES AVE AT CRAIG ST,"Pittsburgh city (Allegheny, PA)",North Oakland,40.444525,-79.948541,kept,0,120.95,69.8,54.8,28X;58;61A;61B;61C;61D;67;69,id
3154,FIFTH AVE AT PRIDE ST,"Pittsburgh city (Allegheny, PA)",Crawford-Roberts,40.438587,-79.984852,kept,0,118.57,53.4,37.2,61A;61B;61C;71B,id
17634,BROWNSVILLE RD OPP MATTHEWS AVE,"Mount Oliver borough (Allegheny, PA)",,40.413422,-79.988655,kept,0,118.0,83.6,68.0,51;54,id
12658,4TH AVE AT CENTRAL CITY PLAZA,"New Kensington city (Westmoreland, PA)",,40.564138,-79.766112,kept_nearby,17,116.86,74.8,68.4,1,id
9897,LYSLE BLVD AT EVANS ST,"McKeesport city (Allegheny, PA)",,40.352435,-79.85124,kept,0,115.9,60.8,56.4,55;56;59;60;61C;P7,id
1557,NORTH AVE AT FEDERAL ST,"Pittsburgh city (Allegheny, PA)",Allegheny Center,40.455316,-80.006962,kept,0,115.24,86.2,62.6,13;15;16;17;54,id
15277,WEST BUSWAY AT BELL STATION C,"Carnegie borough (Allegheny, PA)",,40.4156,-80.082726,kept,0,114.52,52.2,24.8,28X;G2;G3;G31,id
46,LIBERTY AVE AT WOOD ST,"Pittsburgh city (Allegheny, PA)",Central Business District,40.308018,-80.033251,kept,0,114.38,54.6,39.8,SLVR,id
20864,ROBINSON TOWNE CTR DR AT PARK MANOR BLVD,"Robinson township (Allegheny, PA)",,40.453435,-80.17201,kept,0,114.19,126.4,113.2,28X;29,former_id
3143,FIFTH AVE AT NEGLEY AVE,"Pittsburgh city (Allegheny, PA)",Shadyside,40.449917,-79.92956,kept,0,113.33,71.2,47.8,28X;71B;71D,id
10919,MURRAY AVE AT MORROWFIELD AVE FS,"Pittsburgh city (Allegheny, PA)",Squirrel Hill South,40.428223,-79.924777,kept,0,112.81,68.4,46.0,61C;61D;64;93,id
2555,E CARSON ST AT S 22ND ST,"Pittsburgh city (Allegheny, PA)",South Side Flats,40.428374,-79.974784,kept,0,108.48,83.2,63.2,48;54;81;83,id
18174,LYSLE BLVD AT COURSIN ST FS,"McKeesport city (Allegheny, PA)",,40.352217,-79.856047,kept,0,107.48,70.0,60.8,55;56;59;60;61C;P7,id
99968,FALLOWFIELD STATION,"Pittsburgh city (Allegheny, PA)",Beechview,40.411148,-80.023078,kept,0,107.1,86.2,77.4,RED,id
9125,NEGLEY AVE AT PENN AVE FS,"Pittsburgh city (Allegheny, PA)",Friendship,40.46318,-79.93096,kept,0,106.95,68.8,41.8,71A;71C;77;87,former_id
1150,PENN AVE AT MAIN ST,"Pittsburgh city (Allegheny, PA)",Bloomfield,40.465573,-79.955463,kept,0,106.43,49.0,36.0,54;64;88;93,id
15280,WEST BUSWAY AT INGRAM STATION C,"Ingram borough (Allegheny, PA)",,40.44386,-80.065889,kept,0,106.43,59.6,44.8,28X;G2;G3;G31,id
4841,E CARSON ST AT STATION SQUARE STATION,"Pittsburgh city (Allegheny, PA)",South Shore,40.431835,-80.003456,kept,0,106.33,97.0,50.8,43;48;51;51L,id
2634,CRAIG ST AT BAYARD ST,"Pittsburgh city (Allegheny, PA)",North Oakland,40.449869,-79.950854,kept,0,105.24,48.8,26.8,54;71A;71C;93,id
9984,BROWNSVILLE RD OPP PARKFIELD ST,"Pittsburgh city (Allegheny, PA)",Carrick,40.391234,-79.986547,kept,0,104.62,47.6,31.0,51;51L,id
3144,FIFTH AVE AT BELLEFONTE ST,"Pittsburgh city (Allegheny, PA)",Shadyside,40.449009,-79.932498,kept_nearby,147,102.67,78.2,45.0,28X;71B;71D,id
4771,WARRINGTON AVE AT ALLEN ST,"Pittsburgh city (Allegheny, PA)",Allentown,40.421767,-79.993842,kept,0,102.29,89.6,74.6,43;48,id
20719,E CARSON ST AT S 9TH ST,"Pittsburgh city (Allegheny, PA)",South Side Flats,40.428719,-79.989713,kept,0,101.86,44.4,19.2,48;51,id
627,NORTH AVE AT CEDAR AVE (AGH),"Pittsburgh city (Allegheny, PA)",Allegheny Center,40.456117,-80.00286,kept_nearby,49,100.05,33.8,36.4,11;15;17;54;8,id
8314,WALLACE AVE AT WOOD ST,"Wilkinsburg borough (Allegheny, PA)",,40.444522,-79.884504,kept,0,99.52,83.8,46.4,71D;86,id
2573,CRAIG ST AT CENTRE AVE,"Pittsburgh city (Allegheny, PA)",North Oakland,40.451709,-79.951836,kept,0,98.19,68.8,44.6,54;71A;71C;93,id
11216,E CARSON ST OPP STATION SQUARE STATION,"Pittsburgh city (Allegheny, PA)",South Shore,40.431895,-80.003312,kept,0,97.67,92.2,56.4,39;40;41;43;44;48;51;51L;Y1;Y45;Y46;Y47;Y49,id
