place,anchor,geoid,lat,lon,population,headline_current_median_min,headline_current_reachable_fraction,headline_current_access_stops,headline_proposed_median_min,headline_proposed_reachable_fraction,headline_proposed_access_stops,strict_current_median_min,strict_current_reachable_fraction,strict_current_access_stops,strict_proposed_median_min,strict_proposed_reachable_fraction,strict_proposed_access_stops,change_headline_min
"North Versailles township (Allegheny, PA)",Downtown,421298033011,40.351134,-79.771989,1092.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"North Versailles township (Allegheny, PA)",Oakland,420035041001,40.39087,-79.817419,1052.0,85.1,1.0,2,90.7,1.0,2,85.1,1.0,2,90.7,1.0,2,5.6
"North Versailles township (Allegheny, PA)",Oakland,420035041002,40.394306,-79.824178,552.0,,0.0,2,,0.0,2,,0.0,2,,0.0,2,
"North Versailles township (Allegheny, PA)",Oakland,420035041003,40.375864,-79.817349,779.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"North Versailles township (Allegheny, PA)",Oakland,420035041004,40.38025,-79.833778,1454.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"North Versailles township (Allegheny, PA)",Oakland,420035041005,40.372793,-79.825311,1189.0,95.1,1.0,4,95.7,1.0,4,97.1,1.0,4,95.7,1.0,4,0.6
"North Versailles township (Allegheny, PA)",Oakland,420035644001,40.36561,-79.786214,1051.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"North Versailles township (Allegheny, PA)",Oakland,420035644002,40.367001,-79.800987,1165.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"North Versailles township (Allegheny, PA)",Oakland,420035644003,40.370396,-79.809243,974.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"North Versailles township (Allegheny, PA)",Oakland,420035644004,40.380822,-79.794398,1330.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"North Versailles township (Allegheny, PA)",Oakland,420035644005,40.375264,-79.810756,528.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"North Versailles township (Allegheny, PA)",Oakland,421298033011,40.351134,-79.771989,1092.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Northview Heights,Downtown,420032613001,40.477377,-80.000679,1769.0,45.9,1.0,12,41.9,1.0,12,45.9,1.0,12,41.9,1.0,12,-4.0
Northview Heights,Oakland,420032613001,40.477377,-80.000679,1769.0,70.3,1.0,12,62.4,1.0,12,71.1,1.0,12,63.4,1.0,12,-7.9
"O'Hara township (Allegheny, PA)",Downtown,420034211002,40.501119,-79.856713,878.0,69.9,1.0,6,63.4,1.0,6,69.9,1.0,6,64.4,1.0,6,-6.5
"O'Hara township (Allegheny, PA)",Downtown,420034211003,40.498682,-79.872633,2019.0,68.5,1.0,1,62.7,1.0,1,68.5,1.0,1,62.7,1.0,1,-5.8
"O'Hara township (Allegheny, PA)",Downtown,420034211004,40.493817,-79.883649,842.0,,0.0,4,,0.0,4,,0.0,4,,0.0,4,
"O'Hara township (Allegheny, PA)",Downtown,420034220002,40.514285,-79.878242,823.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"O'Hara township (Allegheny, PA)",Oakland,420034211002,40.501119,-79.856713,878.0,86.1,1.0,6,69.7,1.0,6,86.1,1.0,6,70.7,1.0,6,-16.4
"O'Hara township (Allegheny, PA)",Oakland,420034211003,40.498682,-79.872633,2019.0,84.1,1.0,1,81.7,1.0,1,84.1,1.0,1,83.7,1.0,1,-2.4
"O'Hara township (Allegheny, PA)",Oakland,420034211004,40.493817,-79.883649,842.0,,0.0,4,,0.0,4,,0.0,4,,0.0,4,
"O'Hara township (Allegheny, PA)",Oakland,420034220002,40.514285,-79.878242,823.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Oakmont borough (Allegheny, PA)",Downtown,420035251001,40.517676,-79.830703,2003.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Oakmont borough (Allegheny, PA)",Downtown,420035252001,40.51713,-79.840326,1178.0,68.0,1.0,8,72.0,1.0,8,68.0,1.0,8,72.0,1.0,8,4.0
"Oakmont borough (Allegheny, PA)",Downtown,420035252002,40.516258,-79.846343,1358.0,68.0,1.0,6,72.0,1.0,6,68.0,1.0,6,72.0,1.0,6,4.0
"Oakmont borough (Allegheny, PA)",Downtown,420035253001,40.526829,-79.835652,757.0,63.7,0.017,2,,0.0,0,63.7,0.017,2,,0.0,0,
"Oakmont borough (Allegheny, PA)",Downtown,420035253002,40.522958,-79.834446,1462.0,62.7,0.033,4,,0.0,0,62.7,0.033,4,,0.0,0,
"Oakmont borough (Allegheny, PA)",Oakland,420035251001,40.517676,-79.830703,2003.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Oakmont borough (Allegheny, PA)",Oakland,420035252001,40.51713,-79.840326,1178.0,84.1,1.0,8,81.7,1.0,8,84.4,1.0,8,81.7,1.0,8,-2.4
"Oakmont borough (Allegheny, PA)",Oakland,420035252002,40.516258,-79.846343,1358.0,84.1,1.0,6,81.7,1.0,6,84.4,1.0,6,81.7,1.0,6,-2.4
"Oakmont borough (Allegheny, PA)",Oakland,420035253001,40.526829,-79.835652,757.0,86.1,0.017,2,,0.0,0,88.1,0.017,2,,0.0,0,
"Oakmont borough (Allegheny, PA)",Oakland,420035253002,40.522958,-79.834446,1462.0,85.1,0.033,4,,0.0,0,87.1,0.033,4,,0.0,0,
Oakwood,Downtown,420034658003,40.427583,-80.076083,955.0,32.7,1.0,3,30.6,1.0,3,32.7,1.0,3,30.6,1.0,3,-2.1
Oakwood,Oakland,420034658003,40.427583,-80.076083,955.0,51.1,1.0,3,49.4,1.0,3,51.1,1.0,3,49.4,1.0,3,-1.7
Overbrook,Downtown,420033204001,40.381997,-79.990988,715.0,36.4,1.0,2,35.4,1.0,2,36.4,1.0,2,35.4,1.0,2,-1.0
Overbrook,Downtown,420033204002,40.38921,-79.994062,1155.0,33.4,1.0,4,33.4,1.0,4,33.4,1.0,4,33.4,1.0,4,0.0
Overbrook,Downtown,420033207001,40.385223,-80.001268,1117.0,,0.0,0,62.4,1.0,2,,0.0,0,62.4,1.0,2,
Overbrook,Downtown,420033207002,40.377841,-79.99972,496.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Overbrook,Downtown,420034772001,40.373731,-79.990042,850.0,,0.0,1,,0.0,0,,0.0,1,,0.0,0,
Overbrook,Oakland,420033204001,40.381997,-79.990988,715.0,64.1,1.0,2,56.4,1.0,2,64.1,1.0,2,56.4,1.0,2,-7.7
Overbrook,Oakland,420033204002,40.38921,-79.994062,1155.0,62.1,1.0,4,54.4,1.0,4,62.1,1.0,4,54.4,1.0,4,-7.7
Overbrook,Oakland,420033207001,40.385223,-80.001268,1117.0,,0.0,0,81.4,1.0,2,,0.0,0,81.4,1.0,2,
Overbrook,Oakland,420033207002,40.377841,-79.99972,496.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Overbrook,Oakland,420034772001,40.373731,-79.990042,850.0,,0.0,1,,0.0,0,,0.0,1,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035231001,40.473833,-79.871497,1212.0,54.7,1.0,6,,0.0,0,54.7,1.0,6,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035231002,40.470594,-79.866295,1157.0,56.0,1.0,6,,0.0,0,56.0,1.0,6,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035231004,40.464842,-79.883785,642.0,54.7,1.0,3,58.5,1.0,3,54.7,1.0,3,64.5,1.0,3,3.8
"Penn Hills township (Allegheny, PA)",Downtown,420035232001,40.465866,-79.856693,1185.0,64.0,1.0,6,65.7,1.0,6,73.0,1.0,6,65.7,1.0,6,1.7
"Penn Hills township (Allegheny, PA)",Downtown,420035232002,40.460547,-79.850914,955.0,58.7,1.0,11,56.4,1.0,11,59.0,1.0,11,56.4,1.0,11,-2.3
"Penn Hills township (Allegheny, PA)",Downtown,420035232003,40.454912,-79.849726,971.0,52.0,1.0,4,56.5,1.0,4,52.0,1.0,4,56.5,1.0,4,4.5
"Penn Hills township (Allegheny, PA)",Downtown,420035232004,40.46019,-79.859728,632.0,51.0,1.0,8,51.5,1.0,9,52.0,1.0,8,51.5,1.0,9,0.5
"Penn Hills township (Allegheny, PA)",Downtown,420035233001,40.478206,-79.828327,723.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035233002,40.472976,-79.82925,1167.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035233003,40.468827,-79.834167,614.0,69.0,1.0,8,68.4,1.0,5,70.7,1.0,8,68.4,1.0,5,-0.6
"Penn Hills township (Allegheny, PA)",Downtown,420035233004,40.468448,-79.841248,1303.0,77.7,1.0,3,75.4,1.0,2,79.0,1.0,3,75.4,1.0,2,-2.3
"Penn Hills township (Allegheny, PA)",Downtown,420035234001,40.450557,-79.833292,1264.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035234002,40.456793,-79.841647,698.0,63.0,1.0,2,66.5,1.0,2,63.0,1.0,2,66.5,1.0,2,3.5
"Penn Hills township (Allegheny, PA)",Downtown,420035234003,40.454991,-79.839651,707.0,42.7,0.617,4,52.7,0.592,4,42.7,0.617,4,52.7,0.592,4,10.0
"Penn Hills township (Allegheny, PA)",Downtown,420035234004,40.453142,-79.830138,687.0,,0.0,0,106.4,1.0,2,,0.0,0,116.0,1.0,2,
"Penn Hills township (Allegheny, PA)",Downtown,420035234005,40.463105,-79.836214,903.0,58.0,1.0,10,69.7,1.0,6,58.7,1.0,10,69.7,1.0,6,11.7
"Penn Hills township (Allegheny, PA)",Downtown,420035234006,40.460928,-79.829429,662.0,,0.0,0,72.7,1.0,1,,0.0,0,72.7,1.0,1,
"Penn Hills township (Allegheny, PA)",Downtown,420035235011,40.46939,-79.803593,1768.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035235012,40.476535,-79.81516,1497.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035235013,40.464609,-79.812818,1438.0,61.7,0.433,5,63.7,0.517,5,61.7,0.433,5,63.7,0.517,5,2.0
"Penn Hills township (Allegheny, PA)",Downtown,420035235021,40.469948,-79.790124,1497.0,63.7,0.425,7,65.7,0.508,6,63.7,0.425,7,65.7,0.508,6,2.0
"Penn Hills township (Allegheny, PA)",Downtown,420035236001,40.448422,-79.814547,1751.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035236002,40.461215,-79.82001,987.0,71.7,0.375,5,79.7,1.0,7,71.7,0.375,5,89.0,1.0,7,8.0
"Penn Hills township (Allegheny, PA)",Downtown,420035236003,40.455055,-79.807561,2114.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035237011,40.510149,-79.811176,690.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035237012,40.501912,-79.818983,1221.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035237013,40.496708,-79.813926,840.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035237014,40.503903,-79.829952,1117.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035237021,40.495114,-79.802949,1780.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035237022,40.484094,-79.786739,1624.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035237023,40.483596,-79.800444,1200.0,114.0,1.0,4,102.7,1.0,4,115.0,1.0,4,108.0,1.0,4,-11.3
"Penn Hills township (Allegheny, PA)",Downtown,420035237024,40.493512,-79.793859,572.0,70.7,1.0,6,,0.0,0,70.7,1.0,6,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035238001,40.491783,-79.831123,1229.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035238002,40.484675,-79.828996,758.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035238003,40.481201,-79.838148,1036.0,54.7,1.0,7,61.5,1.0,7,54.7,1.0,7,61.5,1.0,7,6.8
"Penn Hills township (Allegheny, PA)",Downtown,420035238004,40.491019,-79.842683,1664.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Downtown,420035261014,40.523543,-79.799707,1079.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035231001,40.473833,-79.871497,1212.0,71.1,1.0,6,,0.0,0,72.1,1.0,6,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035231002,40.470594,-79.866295,1157.0,71.4,1.0,6,,0.0,0,72.4,1.0,6,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035231004,40.464842,-79.883785,642.0,72.2,1.0,3,63.7,1.0,3,72.2,1.0,3,68.7,1.0,3,-8.5
"Penn Hills township (Allegheny, PA)",Oakland,420035232001,40.465866,-79.856693,1185.0,78.1,1.0,6,67.7,1.0,6,84.4,1.0,6,67.7,1.0,6,-10.4
"Penn Hills township (Allegheny, PA)",Oakland,420035232002,40.460547,-79.850914,955.0,73.1,1.0,11,63.7,1.0,11,75.1,1.0,11,63.7,1.0,11,-9.4
"Penn Hills township (Allegheny, PA)",Oakland,420035232003,40.454912,-79.849726,971.0,68.1,1.0,4,67.9,1.0,4,69.1,1.0,4,68.7,1.0,4,-0.2
"Penn Hills township (Allegheny, PA)",Oakland,420035232004,40.46019,-79.859728,632.0,66.1,1.0,8,58.7,1.0,9,67.1,1.0,8,58.8,1.0,9,-7.4
"Penn Hills township (Allegheny, PA)",Oakland,420035233001,40.478206,-79.828327,723.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035233002,40.472976,-79.82925,1167.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035233003,40.468827,-79.834167,614.0,82.1,1.0,8,69.7,1.0,5,84.1,1.0,8,69.7,1.0,5,-12.4
"Penn Hills township (Allegheny, PA)",Oakland,420035233004,40.468448,-79.841248,1303.0,88.1,1.0,3,76.7,1.0,2,90.1,1.0,3,76.7,1.0,2,-11.4
"Penn Hills township (Allegheny, PA)",Oakland,420035234001,40.450557,-79.833292,1264.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035234002,40.456793,-79.841647,698.0,79.1,1.0,2,77.7,1.0,2,80.1,1.0,2,77.7,1.0,2,-1.4
"Penn Hills township (Allegheny, PA)",Oakland,420035234003,40.454991,-79.839651,707.0,63.1,0.617,4,63.7,0.592,4,63.4,0.617,4,63.7,0.592,4,0.6
"Penn Hills township (Allegheny, PA)",Oakland,420035234004,40.453142,-79.830138,687.0,,0.0,0,106.7,1.0,2,,0.0,0,131.7,1.0,2,
"Penn Hills township (Allegheny, PA)",Oakland,420035234005,40.463105,-79.836214,903.0,75.4,1.0,10,72.7,1.0,6,77.1,1.0,10,72.7,1.0,6,-2.7
"Penn Hills township (Allegheny, PA)",Oakland,420035234006,40.460928,-79.829429,662.0,,0.0,0,75.7,1.0,1,,0.0,0,75.7,1.0,1,
"Penn Hills township (Allegheny, PA)",Oakland,420035235011,40.46939,-79.803593,1768.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035235012,40.476535,-79.81516,1497.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035235013,40.464609,-79.812818,1438.0,78.1,0.433,5,74.7,0.517,5,78.1,0.433,5,74.7,0.517,5,-3.4
"Penn Hills township (Allegheny, PA)",Oakland,420035235021,40.469948,-79.790124,1497.0,80.1,0.425,7,75.7,0.508,6,80.1,0.425,7,75.7,0.508,6,-4.4
"Penn Hills township (Allegheny, PA)",Oakland,420035236001,40.448422,-79.814547,1751.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035236002,40.461215,-79.82001,987.0,88.1,0.375,5,86.7,1.0,7,88.1,0.375,5,105.7,1.0,7,-1.4
"Penn Hills township (Allegheny, PA)",Oakland,420035236003,40.455055,-79.807561,2114.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035237011,40.510149,-79.811176,690.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035237012,40.501912,-79.818983,1221.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035237013,40.496708,-79.813926,840.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035237014,40.503903,-79.829952,1117.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035237021,40.495114,-79.802949,1780.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035237022,40.484094,-79.786739,1624.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035237023,40.483596,-79.800444,1200.0,121.4,1.0,4,106.7,1.0,4,124.1,1.0,4,123.7,1.0,4,-14.7
"Penn Hills township (Allegheny, PA)",Oakland,420035237024,40.493512,-79.793859,572.0,85.1,1.0,6,,0.0,0,86.4,1.0,6,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035238001,40.491783,-79.831123,1229.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035238002,40.484675,-79.828996,758.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035238003,40.481201,-79.838148,1036.0,71.1,1.0,7,72.7,1.0,7,71.1,1.0,7,72.8,1.0,7,1.6
"Penn Hills township (Allegheny, PA)",Oakland,420035238004,40.491019,-79.842683,1664.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Penn Hills township (Allegheny, PA)",Oakland,420035261014,40.523543,-79.799707,1079.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Perry North,Downtown,420032602001,40.490409,-80.013807,628.0,42.9,1.0,7,45.9,1.0,6,42.9,1.0,7,45.9,1.0,6,3.0
Perry North,Downtown,420032602002,40.491212,-80.021055,1464.0,42.9,1.0,10,40.9,1.0,10,42.9,1.0,10,40.9,1.0,10,-2.0
Perry North,Downtown,420032607001,40.485056,-80.012564,718.0,38.9,1.0,9,37.9,1.0,9,38.9,1.0,9,37.9,1.0,9,-1.0
Perry North,Downtown,420032607002,40.479609,-80.011892,935.0,33.9,1.0,10,37.9,1.0,10,33.9,1.0,10,37.9,1.0,10,4.0
Perry North,Downtown,420039804001,40.478464,-80.021697,13.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Perry North,Oakland,420032602001,40.490409,-80.013807,628.0,68.1,1.0,7,65.4,1.0,6,71.3,1.0,7,69.4,1.0,6,-2.7
Perry North,Oakland,420032602002,40.491212,-80.021055,1464.0,66.1,1.0,10,61.4,1.0,10,72.1,1.0,10,62.4,1.0,10,-4.7
Perry North,Oakland,420032607001,40.485056,-80.012564,718.0,63.1,1.0,9,58.4,1.0,9,67.1,1.0,9,59.4,1.0,9,-4.7
Perry North,Oakland,420032607002,40.479609,-80.011892,935.0,57.1,1.0,10,57.4,1.0,10,63.1,1.0,10,60.4,1.0,10,0.3
Perry North,Oakland,420039804001,40.478464,-80.021697,13.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Perry South,Downtown,420032614001,40.465413,-80.016601,643.0,33.9,1.0,17,35.9,1.0,4,33.9,1.0,17,35.9,1.0,4,2.0
Perry South,Downtown,420032614002,40.462468,-80.013134,472.0,24.9,1.0,15,27.9,1.0,17,24.9,1.0,15,27.9,1.0,17,3.0
Perry South,Downtown,420032614003,40.467477,-80.011574,564.0,27.9,1.0,22,30.9,1.0,17,27.9,1.0,22,30.9,1.0,17,3.0
Perry South,Downtown,420032615001,40.472987,-80.010739,719.0,31.9,1.0,17,34.9,1.0,15,31.9,1.0,17,34.9,1.0,15,3.0
Perry South,Downtown,420032615002,40.47177,-80.016607,805.0,36.9,1.0,7,47.9,1.0,3,36.9,1.0,7,47.9,1.0,3,11.0
Perry South,Oakland,420032614001,40.465413,-80.016601,643.0,58.1,1.0,17,56.4,1.0,4,60.3,1.0,17,60.4,1.0,4,-1.7
Perry South,Oakland,420032614002,40.462468,-80.013134,472.0,49.1,1.0,15,48.4,1.0,17,53.1,1.0,15,52.4,1.0,17,-0.7
Perry South,Oakland,420032614003,40.467477,-80.011574,564.0,52.1,1.0,22,51.4,1.0,17,56.1,1.0,22,55.4,1.0,17,-0.7
Perry South,Oakland,420032615001,40.472987,-80.010739,719.0,55.1,1.0,17,54.4,1.0,15,58.1,1.0,17,58.4,1.0,15,-0.7
Perry South,Oakland,420032615002,40.47177,-80.016607,805.0,59.1,1.0,7,69.4,1.0,3,60.1,1.0,7,76.4,1.0,3,10.3
"Pitcairn borough (Allegheny, PA)",Downtown,420035213013,40.41295,-79.766314,768.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pitcairn borough (Allegheny, PA)",Downtown,420035213014,40.412003,-79.756993,1391.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pitcairn borough (Allegheny, PA)",Downtown,420035220001,40.404789,-79.773592,622.0,125.0,1.0,1,86.0,1.0,2,125.0,1.0,1,86.0,1.0,2,-39.0
"Pitcairn borough (Allegheny, PA)",Downtown,420035220003,40.408867,-79.776086,941.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pitcairn borough (Allegheny, PA)",Oakland,420035213013,40.41295,-79.766314,768.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pitcairn borough (Allegheny, PA)",Oakland,420035213014,40.412003,-79.756993,1391.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pitcairn borough (Allegheny, PA)",Oakland,420035220001,40.404789,-79.773592,622.0,120.1,1.0,1,96.7,1.0,2,120.1,1.0,1,96.7,1.0,2,-23.4
"Pitcairn borough (Allegheny, PA)",Oakland,420035220003,40.408867,-79.776086,941.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pleasant Hills borough (Allegheny, PA)",Downtown,420034890011,40.341586,-79.960826,648.0,54.4,1.0,8,57.4,1.0,8,54.4,1.0,8,57.4,1.0,8,3.0
"Pleasant Hills borough (Allegheny, PA)",Downtown,420034890012,40.333062,-79.949989,1475.0,,0.0,3,,0.0,3,,0.0,3,,0.0,3,
"Pleasant Hills borough (Allegheny, PA)",Downtown,420034890013,40.32765,-79.953177,2580.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pleasant Hills borough (Allegheny, PA)",Downtown,420034890021,40.338621,-79.967657,660.0,55.4,1.0,7,63.4,1.0,6,55.4,1.0,7,63.4,1.0,6,8.0
"Pleasant Hills borough (Allegheny, PA)",Downtown,420034890022,40.333326,-79.966552,1278.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pleasant Hills borough (Allegheny, PA)",Downtown,420034890023,40.325355,-79.960481,951.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pleasant Hills borough (Allegheny, PA)",Downtown,420034890024,40.325909,-79.968849,912.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pleasant Hills borough (Allegheny, PA)",Downtown,420034911011,40.313595,-79.96259,3712.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pleasant Hills borough (Allegheny, PA)",Oakland,420034890011,40.341586,-79.960826,648.0,74.1,1.0,8,72.4,1.0,8,74.1,1.0,8,77.4,1.0,8,-1.7
"Pleasant Hills borough (Allegheny, PA)",Oakland,420034890012,40.333062,-79.949989,1475.0,,0.0,3,,0.0,3,,0.0,3,,0.0,3,
"Pleasant Hills borough (Allegheny, PA)",Oakland,420034890013,40.32765,-79.953177,2580.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pleasant Hills borough (Allegheny, PA)",Oakland,420034890021,40.338621,-79.967657,660.0,80.1,1.0,7,85.4,1.0,6,80.1,1.0,7,85.4,1.0,6,5.3
"Pleasant Hills borough (Allegheny, PA)",Oakland,420034890022,40.333326,-79.966552,1278.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pleasant Hills borough (Allegheny, PA)",Oakland,420034890023,40.325355,-79.960481,951.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pleasant Hills borough (Allegheny, PA)",Oakland,420034890024,40.325909,-79.968849,912.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Pleasant Hills borough (Allegheny, PA)",Oakland,420034911011,40.313595,-79.96259,3712.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Downtown,420035262011,40.494346,-79.77074,1267.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Downtown,420035262012,40.485396,-79.752932,2437.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Downtown,420035262021,40.479786,-79.772183,1133.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Downtown,420035262022,40.465868,-79.754597,2363.0,,0.0,2,,0.0,0,,0.0,2,,0.0,0,
"Plum borough (Allegheny, PA)",Downtown,420035262023,40.48365,-79.77908,1153.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Downtown,420035263011,40.483696,-79.707736,1683.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Downtown,420035263012,40.474696,-79.720059,2306.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Downtown,420035263021,40.46853,-79.709316,1891.0,96.7,0.075,4,,0.0,2,96.7,0.075,4,,0.0,2,
"Plum borough (Allegheny, PA)",Downtown,420035263022,40.468185,-79.717274,988.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Downtown,420035263024,40.45971,-79.712282,981.0,,0.0,2,,0.0,2,,0.0,2,,0.0,2,
"Plum borough (Allegheny, PA)",Downtown,421298021011,40.477567,-79.697853,1327.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Oakland,420035262011,40.494346,-79.77074,1267.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Oakland,420035262012,40.485396,-79.752932,2437.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Oakland,420035262021,40.479786,-79.772183,1133.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Plum borough (Allegheny, PA)",Oakland,420035262022,40.465868,-79.754597,2363.0,,0.0,2,,0.0,0,,0.0,2,,0.0,0,
