STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
42,101,000701,1,679,+39.950870,-075.170714
42,101,000701,2,849,+39.951290,-075.172843
42,101,000701,3,1194,+39.950384,-075.166547
42,101,000702,1,699,+39.951245,-075.175338
42,101,000702,2,1313,+39.951896,-075.178269
42,101,000801,1,515,+39.949903,-075.178149
42,101,000801,2,1233,+39.950001,-075.179976
42,101,000803,1,868,+39.949851,-075.176734
42,101,000803,2,1314,+39.949739,-075.175010
42,101,000803,3,917,+39.948387,-075.172310
42,101,000803,4,1364,+39.949701,-075.173448
42,101,000805,1,1912,+39.949308,-075.170061
42,101,000805,2,675,+39.948833,-075.168554
42,101,000806,1,1483,+39.947886,-075.165473
42,101,000806,2,1219,+39.948294,-075.166997
42,101,000901,1,1243,+39.947798,-075.161291
42,101,000901,2,1166,+39.947807,-075.163419
42,101,000902,1,1459,+39.947173,-075.154780
42,101,000902,2,1383,+39.947416,-075.158486
42,101,001001,1,1187,+39.943641,-075.151813
42,101,001001,2,0,+39.948368,-075.150142
42,101,001001,3,1806,+39.946075,-075.151435
42,101,001002,1,2194,+39.945972,-075.145780
42,101,001002,2,722,+39.944053,-075.147543
42,101,001002,3,245,+39.947946,-075.144768
42,101,001002,4,1490,+39.942400,-075.146529
42,101,001101,1,1188,+39.945821,-075.164228
42,101,001101,2,1181,+39.943857,-075.162851
42,101,001101,3,1129,+39.945396,-075.160905
42,101,001101,4,799,+39.945863,-075.162772
42,101,001102,1,1729,+39.944988,-075.158160
42,101,001102,2,518,+39.943961,-075.155031
42,101,001102,3,553,+39.942931,-075.155439
42,101,001201,1,869,+39.947460,-075.182070
42,101,001201,2,1101,+39.947854,-075.177386
42,101,001201,3,1020,+39.946016,-075.176687
42,101,001201,4,963,+39.946503,-075.180008
42,101,001203,1,995,+39.945640,-075.173071
42,101,001203,2,832,+39.947294,-075.172788
42,101,001204,1,1808,+39.946678,-075.168431
42,101,001204,2,1237,+39.945319,-075.169698
42,101,001204,3,969,+39.944920,-075.166681
42,101,001301,1,877,+39.940866,-075.179655
42,101,001301,2,794,+39.941186,-075.183712
42,101,001302,1,810,+39.944300,-075.178839
42,101,001302,2,963,+39.942603,-075.179145
42,101,001302,3,882,+39.942914,-075.181959
42,101,001302,4,2447,+39.944251,-075.184384
42,101,001400,1,1672,+39.943103,-075.173649
42,101,001400,2,849,+39.943667,-075.176298
42,101,001400,3,2215,+39.942644,-075.168842
42,101,001500,1,1120,+39.941308,-075.154510
42,101,001500,2,2218,+39.942165,-075.160926
42,101,001600,1,1239,+39.940484,-075.150037
42,101,001600,2,1426,+39.939919,-075.146159
42,101,001700,1,1342,+39.937337,-075.146618
42,101,001700,2,1655,+39.938347,-075.150793
42,101,001800,1,2283,+39.939656,-075.156549
42,101,001800,2,1193,+39.940638,-075.163620
42,101,001900,1,1101,+39.940791,-075.172288
42,101,001900,2,1758,+39.940194,-075.175104
42,101,001900,3,1224,+39.939579,-075.168500
42,101,002000,1,1543,+39.937580,-075.182338
42,101,002000,2,994,+39.938139,-075.186697
42,101,002100,1,812,+39.937037,-075.179059
42,101,002100,2,1650,+39.936772,-075.175932
42,101,002200,1,848,+39.937057,-075.168501
42,101,002200,2,700,+39.935216,-075.170002
42,101,002200,3,1202,+39.936512,-075.171977
42,101,002300,1,1140,+39.935582,-075.163257
42,101,002300,2,1903,+39.934471,-075.162654
42,101,002400,1,811,+39.937125,-075.154886
42,101,002400,2,1441,+39.933981,-075.156056
42,101,002400,3,1449,+39.937690,-075.159252
42,101,002400,4,755,+39.936062,-075.156752
42,101,002400,5,1168,+39.937956,-075.163112
42,101,002500,1,1347,+39.934909,-075.148720
42,101,002500,2,934,+39.933032,-075.147089
42,101,002500,3,785,+39.932724,-075.151802
42,101,002500,4,1327,+39.935977,-075.152253
42,101,002701,1,2217,+39.926837,-075.154116
42,101,002701,2,1983,+39.930216,-075.153544
42,101,002702,1,2223,+39.925993,-075.149839
42,101,002702,2,2045,+39.929831,-075.149371
42,101,002801,1,2119,+39.930828,-075.156353
42,101,002801,2,2245,+39.927292,-075.157238
42,101,002802,1,1867,+39.927611,-075.160405
42,101,002802,2,1639,+39.927917,-075.163933
42,101,002802,3,1869,+39.930919,-075.159794
42,101,002900,1,1501,+39.928105,-075.166951
42,101,002900,2,829,+39.930336,-075.167254
42,101,002900,3,2021,+39.931892,-075.164607
42,101,003001,1,707,+39.930051,-075.169920
42,101,003001,2,794,+39.927993,-075.170280
42,101,003001,3,998,+39.928491,-075.172176
42,101,003001,4,1073,+39.928765,-075.174223
42,101,003001,5,616,+39.930453,-075.172527
42,101,003002,1,928,+39.933104,-075.169461
42,101,003002,2,836,+39.933424,-075.171580
42,101,003002,3,855,+39.932962,-075.173571
42,101,003002,4,910,+39.931396,-075.170660
42,101,003100,1,1382,+39.933933,-075.176577
42,101,003100,2,592,+39.931377,-075.175532
42,101,003100,3,595,+39.929660,-075.176653
42,101,003100,4,887,+39.930327,-075.179793
42,101,003100,5,960,+39.931999,-075.178035
42,101,003100,6,673,+39.933435,-075.180280
42,101,003200,1,795,+39.934602,-075.182305
42,101,003200,2,555,+39.932953,-075.182953
42,101,003200,3,967,+39.931200,-075.183576
42,101,003200,4,885,+39.934470,-075.186062
42,101,003200,5,475,+39.931549,-075.185871
42,101,003200,6,834,+39.933874,-075.188762
42,101,003300,1,1776,+39.933417,-075.190742
42,101,003300,2,664,+39.937139,-075.195838
42,101,003300,3,738,+39.936619,-075.191444
42,101,003300,4,1169,+39.938119,-075.195217
42,101,003300,5,998,+39.934166,-075.192693
42,101,003300,6,962,+39.935011,-075.195958
42,101,003600,1,1899,+39.928914,-075.190317
42,101,003600,2,1128,+39.930795,-075.196617
42,101,003600,3,2204,+39.924770,-075.190894
42,101,003600,4,1340,+39.931681,-075.194698
42,101,003701,1,1120,+39.928029,-075.177008
42,101,003701,2,1017,+39.926249,-075.177421
42,101,003701,3,1177,+39.927516,-075.179852
42,101,003701,4,1281,+39.927790,-075.184416
42,101,003701,5,1511,+39.927862,-075.182129
42,101,003702,1,1558,+39.924551,-075.179897
42,101,003702,2,1472,+39.924613,-075.183471
42,101,003702,3,648,+39.924069,-075.185613
42,101,003800,1,967,+39.920647,-075.178711
42,101,003800,2,882,+39.922958,-075.178325
42,101,003800,3,954,+39.921682,-075.180962
42,101,003800,4,17,+39.916498,-075.185832
42,101,003800,5,1000,+39.917978,-075.180252
42,101,003901,1,1449,+39.925056,-075.171565
42,101,003901,2,1283,+39.922015,-075.171882
42,101,003901,3,1854,+39.922012,-075.175031
42,101,003901,4,1633,+39.925662,-075.174548
42,101,003902,1,1416,+39.919528,-075.172476
42,101,003902,2,2523,+39.915097,-075.175353
42,101,003902,3,1758,+39.918251,-075.174973
42,101,004001,1,1329,+39.924966,-075.164159
42,101,004001,2,1274,+39.922392,-075.164640
42,101,004001,3,918,+39.922582,-075.167657
42,101,004001,4,956,+39.925191,-075.167028
42,101,004002,1,1384,+39.919929,-075.165232
42,101,004002,2,1665,+39.917453,-075.165753
42,101,004002,3,1242,+39.917879,-075.169088
42,101,004002,4,1068,+39.920110,-075.168296
42,101,004101,1,835,+39.921467,-075.161851
42,101,004101,2,937,+39.922647,-075.161360
42,101,004101,3,3269,+39.924203,-075.158608
42,101,004101,4,1142,+39.920924,-075.157786
42,101,004101,5,983,+39.922136,-075.157656
42,101,004103,1,1705,+39.919515,-075.162009
42,101,004103,2,2568,+39.918979,-075.158605
42,101,004104,1,1465,+39.916999,-075.162924
42,101,004104,2,3096,+39.916561,-075.158974
42,101,004201,1,711,+39.922918,-075.148877
42,101,004201,2,2100,+39.920837,-075.152922
42,101,004201,3,786,+39.920424,-075.149328
42,101,004201,4,1690,+39.923347,-075.152472
42,101,004202,1,1514,+39.917605,-075.149711
42,101,004202,2,1465,+39.915878,-075.152763
42,101,004202,3,1413,+39.917810,-075.153492
42,101,004202,4,869,+39.919116,-075.153753
42,101,005400,1,1191,+39.892794,-075.252098
42,101,005500,1,1955,+39.909658,-075.247294
42,101,005500,2,1021,+39.909124,-075.244973
42,101,005500,3,917,+39.901419,-075.251051
42,101,005500,4,1605,+39.905338,-075.244571
42,101,005600,1,1061,+39.899575,-075.245479
42,101,006000,1,2332,+39.911271,-075.238359
42,101,006000,2,1403,+39.909475,-075.234403
42,101,006000,3,775,+39.914132,-075.236982
42,101,006000,4,1371,+39.914343,-075.240945
42,101,006000,5,726,+39.917062,-075.238761
42,101,006100,1,2271,+39.915560,-075.229659
42,101,006100,2,1109,+39.918137,-075.227996
42,101,006200,1,1036,+39.920279,-075.229743
42,101,006200,2,991,+39.919048,-075.231594
42,101,006200,3,913,+39.917828,-075.233346
42,101,006200,4,1558,+39.918874,-075.233706
42,101,006300,1,686,+39.925233,-075.235016
42,101,006300,2,965,+39.924107,-075.235599
42,101,006300,3,902,+39.922765,-075.237110
42,101,006300,4,1469,+39.919582,-075.241921
42,101,006400,1,1340,+39.928431,-075.238460
42,101,006400,2,1235,+39.928184,-075.241758
42,101,006400,3,1974,+39.924166,-075.242207
42,101,006500,1,1486,+39.933776,-075.231493
42,101,006500,2,1167,+39.943816,-075.241309
42,101,006500,3,2010,+39.937319,-075.233028
42,101,006600,1,875,+39.927869,-075.234454
42,101,006600,2,1233,+39.926707,-075.231748
42,101,006600,3,1484,+39.932054,-075.228571
42,101,006700,1,1413,+39.926663,-075.222896
42,101,006700,2,1290,+39.923535,-075.229059
42,101,006700,3,2942,+39.921480,-075.224324
42,101,006700,4,1805,+39.925416,-075.226436
42,101,007000,1,932,+39.937884,-075.220036
42,101,007000,2,714,+39.936780,-075.221733
42,101,007000,3,824,+39.934002,-075.224347
42,101,007000,4,614,+39.935143,-075.223965
42,101,007000,5,808,+39.935482,-075.219534
42,101,007101,1,822,+39.936498,-075.227420
42,101,007101,2,888,+39.938002,-075.225434
42,101,007101,3,727,+39.939618,-075.223221
42,101,007102,1,972,+39.942795,-075.225333
42,101,007102,2,1161,+39.938710,-075.229233
42,101,007102,3,922,+39.940390,-075.226655
42,101,007102,4,827,+39.942482,-075.228717
42,101,007102,5,792,+39.940526,-075.231101
42,101,007200,1,891,+39.942218,-075.233991
42,101,007200,2,728,+39.946399,-075.231481
42,101,007200,3,572,+39.943015,-075.231343
42,101,007200,4,640,+39.944521,-075.229044
42,101,007200,5,743,+39.944341,-075.232481
42,101,007200,6,928,+39.945145,-075.235676
42,101,007300,1,900,+39.943214,-075.220194
42,101,007300,2,782,+39.942614,-075.222541
42,101,007300,3,645,+39.945133,-075.221815
42,101,007300,4,880,+39.946051,-075.225167
42,101,007400,1,659,+39.943799,-075.210193
42,101,007400,2,720,+39.941781,-075.212183
42,101,007400,3,725,+39.941407,-075.215448
42,101,007400,4,1471,+39.940357,-075.218578
42,101,007400,5,650,+39.937840,-075.216482
42,101,007700,1,1667,+39.948764,-075.207373
42,101,007700,2,635,+39.944664,-075.208544
42,101,007800,1,893,+39.945427,-075.213307
42,101,007800,2,543,+39.945316,-075.216331
42,101,007800,3,836,+39.946166,-075.220052
42,101,007800,4,969,+39.947130,-075.218131
42,101,007800,5,1117,+39.947570,-075.213960
42,101,007900,1,1078,+39.951457,-075.215316
42,101,007900,2,1457,+39.949704,-075.216230
42,101,007900,3,1073,+39.949396,-075.221026
42,101,007900,4,1114,+39.951709,-075.220434
42,101,008000,1,1068,+39.951515,-075.224293
42,101,008000,2,933,+39.949030,-075.225208
42,101,008000,3,746,+39.948831,-075.229272
42,101,008000,4,1195,+39.951802,-075.228296
42,101,008101,1,1051,+39.948552,-075.233330
42,101,008101,2,1664,+39.948328,-075.237792
42,101,008102,1,858,+39.950914,-075.237021
42,101,008102,2,869,+39.950478,-075.233012
42,101,008102,3,1455,+39.952848,-075.232261
42,101,008102,4,1852,+39.953205,-075.236512
42,101,008200,1,1015,+39.951114,-075.240908
42,101,008200,2,1047,+39.949100,-075.241186
42,101,008200,3,1104,+39.947204,-075.241735
42,101,008200,4,787,+39.945246,-075.244646
42,101,008200,5,729,+39.952012,-075.245774
42,101,008200,6,1370,+39.948488,-075.246599
42,101,008200,7,883,+39.950545,-075.246170
42,101,008301,1,1276,+39.960824,-075.245122
42,101,008301,2,1797,+39.958129,-075.245774
42,101,008301,3,1237,+39.955233,-075.246465
42,101,008302,1,983,+39.953069,-075.240956
42,101,008302,2,1982,+39.959833,-075.241211
42,101,008302,3,990,+39.956639,-075.241862
42,101,008302,4,1043,+39.954552,-075.240799
42,101,008400,1,1107,+39.955958,-075.233482
42,101,008400,2,809,+39.957752,-075.233696
42,101,008400,3,640,+39.957114,-075.236737
42,101,008400,4,762,+39.959658,-075.234577
42,101,008400,5,723,+39.955505,-075.237574
42,101,008400,6,570,+39.959777,-075.237981
42,101,008500,1,660,+39.958738,-075.223035
42,101,008500,2,891,+39.956352,-075.223265
42,101,008500,3,887,+39.954470,-075.223919
42,101,008500,4,782,+39.954405,-075.228961
42,101,008500,5,1239,+39.955995,-075.228970
42,101,008500,6,1009,+39.957413,-075.228867
42,101,008500,7,1305,+39.959254,-075.228810
42,101,008601,1,1149,+39.953815,-075.219682
42,101,008601,2,2063,+39.953701,-075.213800
42,101,008602,1,1419,+39.956810,-075.214106
42,101,008602,2,1192,+39.955700,-075.217218
42,101,008602,3,841,+39.956753,-075.220485
42,101,008701,1,1192,+39.950451,-075.211201
42,101,008701,2,1229,+39.952712,-075.210825
42,101,008701,3,1926,+39.955694,-075.210206
42,101,008702,1,770,+39.956196,-075.206657
42,101,008702,2,1183,+39.954413,-075.207140
42,101,008702,3,1488,+39.951341,-075.207372
42,101,008801,1,1600,+39.953374,-075.199071
42,101,008802,1,1023,+39.950062,-075.203944
42,101,008802,2,1431,+39.955796,-075.201960
42,101,008802,3,1179,+39.951331,-075.203409
42,101,008802,4,1820,+39.952629,-075.201723
42,101,008802,5,1127,+39.954124,-075.202804
42,101,009000,1,2323,+39.959507,-075.190113
42,101,009000,2,1900,+39.961828,-075.190334
42,101,009000,3,3471,+39.957947,-075.190416
42,101,009100,1,983,+39.961686,-075.196743
42,101,009100,2,1397,+39.958642,-075.195933
42,101,009100,3,1554,+39.959364,-075.200851
42,101,009200,1,1773,+39.959671,-075.208846
42,101,009200,2,2201,+39.960841,-075.204122
42,101,009300,1,599,+39.963550,-075.222007
42,101,009300,2,890,+39.962014,-075.221984
42,101,009300,3,741,+39.960430,-075.221972
42,101,009300,4,799,+39.961912,-075.225992
42,101,009300,5,1232,+39.963363,-075.226630
42,101,009400,1,626,+39.963884,-075.231187
42,101,009400,2,1258,+39.962783,-075.229420
42,101,009400,3,592,+39.961923,-075.234458
42,101,009400,4,1290,+39.963984,-075.234480
42,101,009500,1,684,+39.964902,-075.237024
42,101,009500,2,845,+39.963401,-075.238609
42,101,009500,3,1760,+39.968035,-075.237727
42,101,009600,1,1197,+39.967259,-075.242399
42,101,009600,2,752,+39.963708,-075.241432
42,101,009600,3,867,+39.963246,-075.244619
42,101,009600,4,734,+39.964790,-075.244278
42,101,009600,5,725,+39.966359,-075.244346
42,101,009801,1,1029,+39.977906,-075.264968
42,101,009801,2,1177,+39.976764,-075.266807
42,101,009802,1,1848,+39.974248,-075.262600
42,101,009802,2,1968,+39.973304,-075.267238
42,101,009802,3,1679,+39.975756,-075.270755
42,101,010000,1,1389,+39.967626,-075.248601
42,101,010000,2,711,+39.970635,-075.248409
42,101,010000,3,679,+39.973721,-075.248449
42,101,010000,4,1618,+39.972504,-075.251845
42,101,010100,1,845,+39.974388,-075.239461
42,101,010100,2,813,+39.971555,-075.239147
42,101,010100,3,701,+39.974054,-075.241995
42,101,010100,4,922,+39.969598,-075.241744
42,101,010100,5,676,+39.970535,-075.245738
42,101,010100,6,971,+39.974066,-075.245604
42,101,010100,7,712,+39.972675,-075.243513
42,101,010200,1,766,+39.969577,-075.234102
42,101,010200,2,1040,+39.966937,-075.230561
42,101,010200,3,1341,+39.969305,-075.230657
42,101,010300,1,1329,+39.968729,-075.225633
42,101,010300,2,1243,+39.966353,-075.225116
42,101,010400,1,1455,+39.966355,-075.219337
42,101,010400,2,873,+39.963402,-075.218170
42,101,010400,3,1245,+39.968623,-075.220076
42,101,010500,1,1604,+39.970152,-075.213816
42,101,010500,2,1759,+39.964892,-075.213364
42,101,010600,1,685,+39.965341,-075.209991
42,101,010600,2,791,+39.963797,-075.206419
42,101,010700,1,1219,+39.967101,-075.206062
42,101,010700,2,1013,+39.969332,-075.206006
42,101,010700,3,1247,+39.970836,-075.209820
42,101,010800,1,1557,+39.963554,-075.199775
42,101,010800,2,1190,+39.964867,-075.196336
42,101,010800,3,1189,+39.967263,-075.200351
42,101,010900,1,1029,+39.965824,-075.191900
42,101,010900,2,639,+39.964271,-075.189523
42,101,010900,3,973,+39.963851,-075.191955
42,101,011000,1,551,+39.972536,-075.206352
42,101,011000,2,797,+39.975348,-075.211263
42,101,011000,3,872,+39.974450,-075.207419
42,101,011000,4,1158,+39.973056,-075.201410
42,101,011100,1,516,+39.979476,-075.221921
42,101,011100,2,1034,+39.974707,-075.228019
42,101,011100,3,754,+39.974178,-075.223806
42,101,011100,4,1233,+39.972205,-075.224613
42,101,011200,1,644,+39.975138,-075.230460
42,101,011200,2,779,+39.972278,-075.230571
42,101,011200,3,829,+39.972063,-075.233163
42,101,011200,4,933,+39.972068,-075.236004
42,101,011200,5,792,+39.974602,-075.237147
42,101,011200,6,782,+39.975065,-075.234815
42,101,011200,7,839,+39.974960,-075.232551
42,101,011300,1,1042,+39.979310,-075.237105
42,101,011300,2,809,+39.978216,-075.232392
42,101,011300,3,983,+39.977286,-075.236185
42,101,011400,1,1213,+39.978457,-075.247458
42,101,011400,2,772,+39.980067,-075.240937
42,101,011400,3,846,+39.977473,-075.240092
42,101,011400,4,898,+39.977131,-075.242529
42,101,011400,5,1603,+39.978479,-075.244508
42,101,011400,6,988,+39.982343,-075.244069
42,101,011500,1,858,+39.979700,-075.251018
42,101,011500,2,1174,+39.977913,-075.253437
42,101,011500,3,1127,+39.976536,-075.249955
42,101,011500,4,945,+39.975524,-075.253788
42,101,011700,1,999,+39.994144,-075.238537
42,101,011700,2,894,+39.990911,-075.239360
42,101,011800,1,736,+39.989739,-075.235638
42,101,011800,2,1039,+39.987224,-075.235003
42,101,011800,3,1138,+39.984709,-075.232859
42,101,011800,4,574,+39.985228,-075.236564
42,101,011800,5,1324,+39.986674,-075.241231
42,101,011800,6,680,+39.988080,-075.238423
42,101,011900,1,1291,+39.985053,-075.230396
42,101,011900,2,1685,+39.985814,-075.228209
42,101,011900,3,916,+39.980486,-075.226561
42,101,011900,4,548,+39.990536,-075.227825
42,101,011900,5,576,+39.989092,-075.229157
42,101,012000,1,1943,+39.996044,-075.230018
42,101,012100,1,1610,+39.994215,-075.222964
42,101,012100,2,1207,+40.001372,-075.221896
42,101,012201,1,1237,+40.004288,-075.210774
42,101,012201,2,759,+40.004581,-075.206734
42,101,012201,3,897,+40.004160,-075.204457
42,101,012203,1,658,+40.007951,-075.207785
42,101,012204,1,33,+40.002858,-075.216675
42,101,012204,2,1347,+39.998668,-075.211615
42,101,012204,3,935,+40.000940,-075.210162
42,101,012204,4,1379,+40.002563,-075.203728
42,101,012501,1,1498,+39.959524,-075.166895
42,101,012501,2,4,+39.961730,-075.167321
42,101,012501,3,615,+39.962031,-075.163222
42,101,012501,4,818,+39.959127,-075.163063
42,101,012502,1,957,+39.963010,-075.172077
42,101,012502,2,2052,+39.961740,-075.177864
42,101,012502,3,366,+39.963746,-075.175051
42,101,012502,4,751,+39.962748,-075.169503
42,101,012502,5,1015,+39.961127,-075.169889
42,101,013100,1,1046,+39.965686,-075.150836
42,101,013100,2,663,+39.963248,-075.150485
42,101,013200,1,1262,+39.967454,-075.156165
42,101,013200,2,136,+39.966353,-075.159390
42,101,013200,3,1044,+39.963640,-075.156880
42,101,013200,4,779,+39.965071,-075.156236
42,101,013300,1,2041,+39.968499,-075.162786
42,101,013300,2,1068,+39.964003,-075.164009
42,101,013300,3,948,+39.965703,-075.163601
42,101,013401,1,1295,+39.966600,-075.177575
42,101,013401,2,1676,+39.965348,-075.173962
42,101,013402,1,1127,+39.966056,-075.170571
42,101,013402,2,750,+39.966237,-075.166663
42,101,013402,3,1758,+39.964346,-075.168956
42,101,013500,1,735,+39.969431,-075.170330
42,101,013500,2,2205,+39.969316,-075.167503
42,101,013500,3,1312,+39.970471,-075.172729
42,101,013601,1,1289,+39.968674,-075.176785
42,101,013601,2,1622,+39.969260,-075.180426
42,101,013602,1,758,+39.971149,-075.177362
42,101,013602,2,1290,+39.972046,-075.183113
42,101,013602,3,1036,+39.971556,-075.179560
42,101,013602,4,692,+39.971019,-075.175403
42,101,013701,1,729,+39.979180,-075.185577
42,101,013701,2,1393,+39.976242,-075.186125
42,101,013702,1,730,+39.976448,-075.183260
42,101,013702,2,1332,+39.976343,-075.180943
42,101,013702,3,967,+39.979053,-075.182741
42,101,013702,4,884,+39.974255,-075.183621
42,101,013800,1,601,+39.977991,-075.176228
42,101,013800,2,1525,+39.975180,-075.177608
42,101,013900,1,467,+39.977812,-075.173010
42,101,013900,2,1203,+39.976489,-075.169671
42,101,013900,3,850,+39.972200,-075.170172
42,101,014000,1,2253,+39.972377,-075.164070
42,101,014000,2,887,+39.975118,-075.163585
42,101,014000,3,2316,+39.974220,-075.160227
42,101,014100,1,2160,+39.970794,-075.149243
42,101,014100,2,928,+39.971015,-075.155592
42,101,014201,1,1534,+39.968155,-075.145216
42,101,014201,2,1963,+39.967315,-075.141951
42,101,014202,1,1490,+39.966512,-075.138347
42,101,014202,2,98,+39.963925,-075.137214
42,101,014202,3,721,+39.963996,-075.132182
42,101,014300,1,350,+39.966705,-075.131923
42,101,014300,2,1587,+39.969636,-075.129437
42,101,014400,1,865,+39.971093,-075.142847
42,101,014400,2,1281,+39.972851,-075.144139
42,101,014400,3,1978,+39.971713,-075.136742
42,101,014400,4,987,+39.972997,-075.140471
42,101,014500,1,1718,+39.977552,-075.148689
42,101,014500,2,1000,+39.974516,-075.147658
42,101,014600,1,2705,+39.976867,-075.153156
42,101,014600,2,4772,+39.977402,-075.156325
42,101,014700,1,1504,+39.978019,-075.164024
42,101,014700,2,3277,+39.978469,-075.160824
42,101,014800,1,1099,+39.980285,-075.168790
42,101,014900,1,750,+39.980607,-075.174186
42,101,014900,2,493,+39.981274,-075.176419
42,101,014900,3,590,+39.981755,-075.178576
42,101,014900,4,629,+39.981751,-075.181040
42,101,014900,5,623,+39.981467,-075.183079
42,101,014900,6,680,+39.982603,-075.186680
42,101,015101,1,1057,+39.985486,-075.186124
42,101,015101,2,1160,+39.988346,-075.185389
42,101,015102,1,1488,+39.987134,-075.182527
42,101,015102,2,731,+39.988024,-075.178934
42,101,015102,3,1935,+39.984603,-075.177378
42,101,015200,1,2310,+39.984539,-075.166986
42,101,015200,2,1315,+39.983665,-075.172570
42,101,015200,3,1884,+39.987166,-075.171727
42,101,015300,1,2681,+39.983231,-075.157748
42,101,015300,2,1114,+39.984491,-075.160766
42,101,015300,3,1088,+39.986156,-075.161770
42,101,015300,4,3060,+39.982648,-075.163064
42,101,015600,1,1015,+39.977535,-075.142076
42,101,015600,2,887,+39.980727,-075.141942
42,101,015700,1,682,+39.980868,-075.135678
42,101,015700,2,937,+39.978948,-075.135291
42,101,015700,3,1305,+39.976875,-075.135048
42,101,015800,1,1348,+39.975783,-075.130428
42,101,015800,2,956,+39.975785,-075.127926
42,101,015800,3,1185,+39.972236,-075.127208
42,101,015800,4,720,+39.970420,-075.132828
42,101,015800,5,1390,+39.973038,-075.132096
42,101,015800,6,976,+39.974315,-075.125922
42,101,016001,1,1759,+39.979773,-075.121296
42,101,016001,2,936,+39.975864,-075.123310
42,101,016002,1,623,+39.982847,-075.120357
42,101,016002,2,967,+39.977594,-075.125955
42,101,016002,3,725,+39.981907,-075.123059
42,101,016002,4,954,+39.979310,-075.127823
42,101,016002,5,967,+39.980307,-075.124625
42,101,016100,1,2806,+39.982251,-075.130167
42,101,016100,2,791,+39.984312,-075.123345
42,101,016100,3,999,+39.987710,-075.124803
42,101,016100,4,1987,+39.985744,-075.127293
42,101,016200,1,885,+39.984502,-075.141547
42,101,016200,2,1193,+39.983666,-075.134756
42,101,016300,1,828,+39.989891,-075.135897
42,101,016300,2,990,+39.986583,-075.134893
42,101,016300,3,1425,+39.989120,-075.130621
42,101,016400,1,1198,+39.990484,-075.140929
42,101,016400,2,585,+39.987611,-075.140114
42,101,016400,3,1435,+39.991213,-075.145263
42,101,016400,4,963,+39.987850,-075.143089
42,101,016500,1,1365,+39.988440,-075.148862
42,101,016500,2,1112,+39.991814,-075.151223
42,101,016600,1,1187,+39.988230,-075.153077
42,101,016600,2,651,+39.987721,-075.154573
42,101,016701,1,902,+39.992320,-075.160639
42,101,016701,2,649,+39.992092,-075.162317
42,101,016701,3,1282,+39.988588,-075.162203
42,101,016702,1,600,+39.990037,-075.159351
42,101,016702,2,715,+39.992698,-075.158763
42,101,016702,3,862,+39.990614,-075.156856
42,101,016702,4,731,+39.987410,-075.158625
42,101,016800,1,1522,+39.993462,-075.169977
42,101,016800,2,1332,+39.989047,-075.166548
42,101,016800,3,711,+39.991616,-075.164817
42,101,016901,1,1051,+39.994797,-075.172829
42,101,016901,2,819,+39.991741,-075.174503
42,101,016901,3,1255,+39.994269,-075.177732
42,101,016902,1,1269,+39.995785,-075.180777
42,101,016902,2,814,+39.991040,-075.183480
42,101,016902,3,1617,+39.993349,-075.182891
42,101,016902,4,1330,+39.996041,-075.185337
42,101,017000,1,1384,+40.006550,-075.186599
42,101,017000,2,491,+40.011781,-075.179345
42,101,017000,3,1251,+40.007087,-075.182499
42,101,017100,1,686,+40.003480,-075.174421
42,101,017100,2,821,+40.002215,-075.170574
42,101,017100,3,1469,+40.005304,-075.173123
42,101,017100,4,746,+40.002579,-075.174693
42,101,017201,1,902,+39.998962,-075.168845
42,101,017201,2,989,+39.996724,-075.169795
42,101,017201,3,1012,+40.001725,-075.168000
42,101,017202,1,1070,+40.000194,-075.172674
42,101,017202,2,961,+39.998598,-075.175067
42,101,017202,3,725,+39.997701,-075.177269
42,101,017202,4,973,+39.998180,-075.172171
42,101,017300,1,1086,+39.998511,-075.164975
42,101,017300,2,548,+40.001140,-075.163030
42,101,017300,3,1238,+39.996100,-075.160613
42,101,017400,1,1227,+39.995763,-075.148657
42,101,017400,2,1080,+39.995793,-075.151982
42,101,017500,1,1645,+39.998213,-075.144773
42,101,017500,2,930,+39.995599,-075.140440
42,101,017500,3,835,+39.993474,-075.144158
42,101,017500,4,818,+39.995053,-075.144553
42,101,017500,5,1314,+39.998102,-075.142145
42,101,017500,6,1169,+40.001154,-075.140071
42,101,017601,1,2103,+39.995414,-075.137420
42,101,017601,2,1593,+39.994069,-075.132315
42,101,017601,3,1331,+39.992113,-075.130423
42,101,017602,1,1527,+39.996580,-075.127851
42,101,017602,2,739,+39.994146,-075.127328
42,101,017602,3,1307,+39.997849,-075.131694
42,101,017701,1,1228,+39.995824,-075.118058
42,101,017701,2,1112,+39.997012,-075.114519
42,101,017701,3,1212,+39.997817,-075.117048
42,101,017702,1,786,+39.992015,-075.125154
42,101,017702,2,1108,+39.993829,-075.121285
42,101,017702,3,855,+39.997560,-075.120116
42,101,017702,4,985,+39.994777,-075.123568
42,101,017702,5,848,+39.997417,-075.122259
42,101,017800,1,1281,+39.989370,-075.118080
42,101,017800,2,1470,+39.994229,-075.114487
42,101,017800,3,1827,+39.991538,-075.113440
42,101,017800,4,1668,+39.991055,-075.119999
42,101,017900,1,822,+39.986412,-075.114509
42,101,017900,2,1689,+39.987712,-075.108789
42,101,017900,3,835,+39.984714,-075.113641
42,101,017900,4,1665,+39.988818,-075.111205
